f_3pva18m,mes_solicitud,edad,suma_saldo_vencido_open,suma_saldo_actual_open,razon_monto_apagar_saldo_actual_open,razon_monto_apagar_limite_credito_open,razon_monto_apagar_saldo_vencido_open,razon_maximo_saldo_maxima_mora_maximo_credito_masalto_open,razon_saldo_vencido_saldo_actual_open,suma_ponderada_pagos_12m_open,suma_ponderada_pagos_18m_open,suma_ponderada_pagos_24m_open,r_sumapd_sumcl_open,r_sumcb_sumcl_open,r_sumhhda_sumhc_open,utilizacion_maximo_limite_open,utilizacion_open,max_antiguedad_cuenta_meses_open,min_antiguedad_cuenta_meses_open,promedio_antiguedad_cuenta_meses_open,max_mop_tc_ult_12m_open,max_mop_tc_ult_18m_open,max_mop_tc_ult_24m_open,num_ctas_antig_12m_open,num_ctas_antig_18m_open,num_ctas_antig_24m_open,suma_saldo_vencido_ban_all,suma_saldo_actual_ban_all,razon_monto_apagar_saldo_actual_ban_all,razon_monto_apagar_limite_credito_ban_all,razon_monto_apagar_saldo_vencido_ban_all,razon_maximo_saldo_maxima_mora_maximo_credito_masalto_ban_all,razon_saldo_vencido_saldo_actual_ban_all,suma_ponderada_pagos_12m_ban_all,suma_ponderada_pagos_18m_ban_all,suma_ponderada_pagos_24m_ban_all,r_sumapd_sumcl_ban_all,r_sumcb_sumcl_ban_all,r_sumhhda_sumhc_ban_all,utilizacion_maximo_limite_ban_all,utilizacion_ban_all,max_antiguedad_cuenta_meses_ban_all,min_antiguedad_cuenta_meses_ban_all,promedio_antiguedad_cuenta_meses_ban_all,max_mop_tc_ult_12m_ban_all,max_mop_tc_ult_18m_ban_all,max_mop_tc_ult_24m_ban_all,num_ctas_antig_12m_ban_all,num_ctas_antig_18m_ban_all,num_ctas_antig_24m_ban_all,n_cons6meses_all,n_cons9meses_all,n_cons12meses_all
0,201808,46.0,0.0,259.8720787,0.125714286,0.016083178,,0.008636364,0.0,0.445384298,0.398186936,0.357399867,0.0,0.127934368,0.006985294,2.0,0.127934368,53.18032787,18.78688525,41.71584699,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,18.78688525,18.78688525,18.78688525,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
0,201808,52.0,0.0,22078.64895,0.02644554,0.022323962,,0.000245,0.0,0.528313318,0.449536452,0.40015548,0.0,0.844148473,0.000215,4.4,0.844148473,162.852459,9.081967213,81.25058548,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2308.312357,0.0,0.0,,,0.0,0.577459671,0.486639506,0.427122162,0.0,0.021610562,,0.035797927,0.021610562,129.9344262,3.803278689,45.81264637,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0
0,201808,33.0,0.0,17780.98659,0.01409195,0.010810811,,0.0,0.0,0.445384298,0.390970058,0.351848422,0.0,0.767162162,0.0,1.429254545,0.767162162,111.4754098,2.918032787,53.95901639,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.353284864,0.321168058,0.321168058,0.0,0.0,0.0,0.329875,0.0,111.4754098,2.918032787,33.85245902,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0
0,201809,29.0,0.0,32530.29779,0.018752975,0.013588442,,0.001328262,0.0,0.488953591,0.425029784,0.392891864,0.0,0.724601943,0.001150916,1.15941,0.724601943,61.3442623,6.393442623,28.9704918,1.0,1.0,1.0,1.0,2.0,3.0,0.0,257.8213329,0.25942492,0.005891657,,0.014,0.0,1.021743188,0.830101063,0.830101063,0.0,0.022710453,0.010657235,1.0,0.022710453,40.09836066,17.90163934,28.26229508,1.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,5.0
0,201809,55.0,0.0,9554.012914,0.072557804,0.03272305,,0.0,0.0,0.503891161,0.440041966,0.393480816,0.0,0.450992839,0.0,1.83026,0.450992839,69.90163934,5.31147541,25.76229508,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,,0.0,,0.0,,0.465148372,0.35780644,0.35780644,0.0,0.0,0.0,0.089794872,0.0,18.68852459,1.901639344,10.67759563,1.0,1.0,1.0,3.0,5.0,6.0,4.0,5.0,6.0
1,201809,24.0,0.0,3042.538077,0.052135509,0.013653032,,0.069228405,0.0,0.544561707,0.466485016,0.429707038,0.0,0.261875882,0.021674687,0.81325,0.261875882,69.14754098,7.737704918,27.72677596,2.0,2.0,2.0,1.0,2.0,4.0,0.0,2951.263573,0.028373126,0.012493888,,0.787888103,0.0,0.576761505,0.486022622,0.448772547,0.0,0.440342298,0.222004712,1.23219697,0.440342298,46.68852459,7.737704918,20.56284153,2.0,2.0,2.0,1.0,3.0,5.0,4.0,6.0,8.0
0,201809,59.0,0.0,7168.576808,0.025114834,0.001642753,,0.0,0.0,0.517814103,0.456609239,0.408140578,0.0,0.065409664,0.0,0.515892351,0.065409664,329.2131148,8.06557377,104.8114754,2.0,2.0,2.0,1.0,4.0,4.0,0.0,7168.576808,0.024200736,0.000713,,0.0,0.0,0.556110785,0.523795652,0.476863557,0.0,0.029449512,0.0,0.515892351,0.029449512,329.2131148,8.06557377,69.55611602,1.0,1.0,1.0,1.0,5.0,7.0,2.0,4.0,4.0
1,201809,66.0,0.0,0.0,,0.0,,0.0,,0.528430773,0.528430773,0.528430773,0.0,0.0,0.0,0.010373333,0.0,15.47540984,15.47540984,15.47540984,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.528430773,0.528430773,0.528430773,0.0,0.0,0.0,0.010373333,0.0,15.47540984,15.47540984,15.47540984,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,6.0
0,201808,51.0,0.0,27182.09386,0.036221047,0.02256425,,0.0,0.0,0.564240199,0.564240199,0.564240199,0.0,0.622959636,0.0,1.0,0.622959636,74.16393443,3.967213115,27.89071038,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2282.608441,0.079490335,0.012505695,,0.0,0.0,0.654994428,0.654994428,0.654994428,0.0,0.157323462,0.0,0.191753986,0.157323462,3.967213115,3.967213115,3.967213115,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0
0,201808,52.0,0.0,77233.27053,0.014677118,0.021785483,,0.030511765,0.0,0.938756746,0.807093513,0.720015253,0.0,1.484316102,0.019940472,1.0,1.484316102,152.1639344,1.442622951,32.39344262,7.0,7.0,7.0,4.0,4.0,4.0,0.0,503.3833512,0.163988193,0.018181818,,0.0,0.0,0.0,0.0,0.0,0.0,0.110872727,0.0,0.102064516,0.110872727,1.606557377,1.442622951,1.524590164,0.0,0.0,0.0,2.0,2.0,2.0,7.0,8.0,8.0
0,201809,32.0,0.0,7295.942061,0.074084082,0.084358974,,0.040319948,0.0,0.618309203,0.545704614,0.498526618,0.0,1.138692308,0.022213895,2.29725,1.138692308,24.81967213,11.27868852,16.28852459,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,7.0
0,201809,36.0,0.0,42504.79236,0.033670994,0.020064154,,0.00406379,0.0,0.542683736,0.466533647,0.414246204,0.0,0.595888365,0.001814144,0.84527,0.595888365,143.4754098,5.672131148,43.87213115,2.0,2.0,2.0,2.0,2.0,4.0,0.0,5232.685393,0.015661217,0.001041884,,0.0,0.0,0.57536417,0.501244689,0.44014531,0.0,0.06652636,0.0,0.230685,0.06652636,147.9344262,1.573770492,59.20491803,1.0,1.0,1.0,2.0,2.0,2.0,16.0,19.0,21.0
0,201809,24.0,0.0,3546.985044,0.01897945,0.011347009,,0.0118,0.0,0.519615014,0.46570026,0.442006968,0.0,0.597857596,0.009940749,1.0,0.597857596,33.21311475,13.96721311,20.39344262,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3546.985044,9.24e-05,4.45e-05,,,0.0,0.535345251,0.517189391,0.517189391,0.0,0.482293987,,1.0,0.482293987,14.0,0.557377049,9.508196721,1.0,1.0,1.0,1.0,3.0,3.0,6.0,7.0,8.0
0,201809,39.0,0.0,2619.246344,0.410259626,0.204450278,,0.197933333,0.0,0.656449317,0.547130308,0.484745102,0.0,0.498343646,0.095154157,1.0,0.498343646,16.06557377,8.557377049,12.31147541,3.0,3.0,3.0,2.0,4.0,4.0,0.0,2421.809112,0.362181226,0.1068,,0.197933333,0.0,0.554257906,0.47013037,0.423114949,0.0,0.29488,0.058388562,1.0,0.29488,16.06557377,4.163934426,11.17213115,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0
0,201808,41.0,0.0,0.0,,0.0,,,,0.443542437,0.410386381,0.410386381,0.0,0.0,,0.899666667,0.0,100.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.443542437,0.410386381,0.410386381,0.0,0.0,,0.899666667,0.0,100.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
0,201808,39.0,0.0,40179.89567,0.012491676,0.008360132,,0.0,0.0,0.410617104,0.378949765,0.359018767,0.0,0.669256226,0.0,1.0,0.669256226,22.42622951,0.459016393,9.161592506,1.0,1.0,1.0,4.0,5.0,7.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,22.16393443,0.459016393,11.31147541,0.0,0.0,0.0,1.0,1.0,2.0,6.0,7.0,7.0
0,201808,41.0,0.0,7989.21019,0.006608839,0.004539007,,0.0,0.0,0.383767959,0.366343277,0.366343277,0.0,0.686808511,0.0,1.0,0.686808511,10.06557377,8.885245902,9.475409836,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,8.885245902,8.885245902,8.885245902,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0
0,201808,35.0,0.0,0.0,,0.0,,0.0,,0.362447517,0.339973964,0.339973964,0.0,0.0,0.0,1.0,0.0,12.26229508,10.16393443,11.53005464,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,12.16393443,12.16393443,12.16393443,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0
0,201808,46.0,0.0,65338.79145,0.022025865,0.00706084,,0.0,0.0,0.516294513,0.443927369,0.401755135,0.0,0.320570398,0.0,1.027025456,0.320570398,216.1639344,8.426229508,78.05365127,1.0,2.0,2.0,2.0,3.0,3.0,0.0,52599.60351,0.0,0.0,,0.000453,0.0,0.550398611,0.489255121,0.459591574,0.0,0.082499586,4.79e-05,0.708075767,0.082499586,227.442623,8.426229508,141.9754098,2.0,2.0,4.0,1.0,1.0,1.0,11.0,15.0,16.0
0,201809,29.0,0.0,185139.1621,0.002992063,0.002646504,,0.0,0.0,0.438261154,0.393243561,0.377385045,0.0,0.884508248,0.0,1.0,0.884508248,41.80327869,0.327868852,20.55191257,1.0,1.0,1.0,1.0,3.0,4.0,0.0,3198.560648,0.0,0.0,,0.0,0.0,0.509243728,0.45850437,0.417865273,0.0,0.051599469,0.0,0.757258824,0.051599469,41.80327869,5.31147541,17.90528233,1.0,1.0,1.0,2.0,6.0,7.0,7.0,8.0,13.0
0,201809,41.0,0.0,159631.7754,0.007806325,0.002821829,,,0.0,0.538408561,0.460070484,0.407862762,0.0,0.361479821,,1.0,0.361479821,219.9344262,9.37704918,75.06830601,1.0,1.0,1.0,1.0,1.0,2.0,0.0,111269.9755,0.002628164,0.000779,,0.000814,0.0,0.558734471,0.477127781,0.422029401,0.0,0.296568318,0.000139,0.53436,0.296568318,219.9344262,5.475409836,62.1442623,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0
0,201809,37.0,0.0,73695.76937,0.008825192,0.034606455,,0.0,0.0,0.471556971,0.414148859,0.37247881,0.0,3.921325955,0.0,5.383559908,3.921325955,74.09836066,25.3442623,48.87868852,1.0,1.0,1.0,0.0,0.0,0.0,0.0,61.839346,2.877984085,0.008373787,,0.0,0.0,0.362447517,0.335629309,0.356960005,0.0,0.002909602,0.0,0.292914747,0.002909602,62.72131148,25.3442623,44.04371585,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0
0,201808,45.0,3.300361747,838.4569017,0.360558945,0.005235019,91.6,0.023605919,0.003936233,0.540783152,0.490636504,0.450752324,5.72e-05,0.014519176,0.010178173,0.089582569,0.014519176,201.4754098,2.885245902,78.62295082,2.0,4.0,4.0,3.0,4.0,4.0,0.0,656.2769333,0.316821725,0.002617747,,,0.0,0.594311695,0.499937924,0.455847681,0.0,0.008262523,,0.089582569,0.008262523,201.4754098,2.885245902,75.94535519,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0
0,201808,39.0,0.0,39569.17352,0.029386733,0.211366501,,0.001081081,0.0,0.575597351,0.507992487,0.465837,0.0,7.192582368,0.000564,20.35,7.192582368,111.704918,1.278688525,32.38032787,2.0,2.0,2.0,4.0,6.0,7.0,0.0,1527.135687,0.056102043,0.018669065,,0.0,0.0,0.587552232,0.504430295,0.459185407,0.0,0.332769784,0.0,1.0,0.332769784,40.2295082,1.278688525,14.11803279,1.0,1.0,1.0,3.0,3.0,4.0,12.0,13.0,17.0
1,201808,30.0,0.0,44435.89927,0.037287104,0.52769465,,0.0,0.0,0.556748451,0.556748451,0.556748451,0.0,14.15220245,0.0,15.16666667,14.15220245,11.83606557,5.508196721,7.81420765,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2368.69915,0.063609159,0.050777778,,,0.0,0.61622133,0.61622133,0.61622133,0.0,0.798277778,,0.997611111,0.798277778,6.098360656,6.098360656,6.098360656,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0
0,201809,61.0,417.174498,24546.48164,0.055886671,0.0521,3.288362919,0.017992857,0.016995287,0.649935647,0.649935647,0.649935647,0.01584375,0.93224375,0.015507073,1.0,0.93224375,9.344262295,9.344262295,9.344262295,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3219.731382,0.146997189,0.1438,,0.058729169,0.0,0.578773485,0.578773485,0.578773485,0.0,0.97825,0.058729169,1.1221,0.97825,9.344262295,9.344262295,9.344262295,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0
0,201809,36.0,0.0,46289.81636,0.028106708,0.01966304,,0.020593555,0.0,0.555274558,0.495137091,0.456299203,0.0,0.699585299,0.014173824,1.0,0.699585299,145.6065574,7.967213115,67.83606557,2.0,2.0,2.0,1.0,3.0,3.0,0.0,8482.409071,0.038760888,0.009040541,,0.005928082,0.0,0.635984123,0.573694804,0.524618063,0.0,0.233238739,0.00334807,0.98964,0.233238739,47.24590164,7.967213115,21.77704918,2.0,2.0,2.0,2.0,3.0,3.0,13.0,17.0,17.0
0,201808,25.0,0.0,30638.79338,0.022112367,0.01593766,,0.0,0.0,0.519615014,0.429919775,0.394266414,0.0,0.720757764,0.0,1.0,0.720757764,35.63934426,17.18032787,24.76502732,1.0,1.0,1.0,0.0,1.0,2.0,0.0,430.8916171,0.07733952,0.066666667,,,0.0,0.519615014,0.434411176,0.405148855,0.0,0.862,,1.0,0.862,21.47540984,21.47540984,21.47540984,1.0,1.0,1.0,0.0,0.0,1.0,5.0,6.0,6.0
0,201808,46.0,0.0,3204.444638,0.049645757,0.049230769,,0.00598265,0.0,0.546823544,0.461350814,0.428669889,0.0,0.991641026,0.004658747,1.078387097,0.991641026,109.6721311,34.59016393,71.07377049,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3204.444638,0.049645757,0.049230769,,0.00598265,0.0,0.519615014,0.434411176,0.394128496,0.0,0.991641026,0.004795013,1.078387097,0.991641026,97.27868852,42.75409836,70.01639344,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0
0,201808,41.0,0.0,4211.45234,0.03764475,0.016473135,,0.0,0.0,0.500370019,0.423320122,0.375428263,0.0,0.437594476,0.0,0.6,0.437594476,154.9836066,0.655737705,64.76721311,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1907.097711,0.0,0.0,,0.0,0.0,0.531209017,0.448398718,0.394809771,0.0,0.316054795,0.0,0.580782609,0.316054795,47.08196721,19.3442623,33.21311475,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0
0,201808,28.0,0.0,25076.46896,0.046946253,0.026974835,,0.002261889,0.0,0.558799641,0.474067095,0.421757784,0.0,0.574589736,0.001722665,1.474889401,0.574589736,45.63934426,39.50819672,41.98907104,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2567.170212,6.44e-05,1.4e-05,,1.1922,0.0,0.747321369,0.693167819,0.621639147,0.0,0.218188202,0.262079578,1.0,0.218188202,40.81967213,1.573770492,26.31147541,2.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,6.0
1,201808,35.0,0.0,10351.8778,0.031412196,0.031568,,0.0,0.0,0.503105022,0.464961893,0.427044873,0.0,1.00496,0.0,1.0,1.00496,18.32786885,7.737704918,11.27868852,1.0,1.0,1.0,2.0,2.0,3.0,0.0,4103.173854,0.06470919,0.0716,,0.0,0.0,0.484936222,0.435701607,0.388408148,0.0,1.106488889,0.0,0.861538462,1.106488889,18.32786885,7.737704918,13.03278689,1.0,1.0,1.0,1.0,1.0,2.0,10.0,12.0,13.0
0,201809,49.0,0.0,10746.79066,0.060844777,0.028978102,,0.0,0.0,0.532400215,0.486988285,0.456926551,0.0,0.476262774,0.0,1.0,0.476262774,220.852459,11.1147541,81.07103825,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3398.231133,0.044009306,0.037833333,,0.0,0.0,0.440358977,0.440358977,0.440358977,0.0,0.859666667,0.0,0.168875,0.859666667,11.1147541,11.1147541,11.1147541,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,9.0
0,201809,59.0,0.0,52817.4708,0.053925157,0.112261838,,0.0,0.0,0.513659472,0.43947257,0.402173941,0.0,2.081808277,0.0,1.794092784,2.081808277,91.1147541,7.442622951,44.74148802,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,,,,,,0.431629568,0.391999683,0.391999683,0.0,0.0,,3.845454545,0.0,39.50819672,39.50819672,39.50819672,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0
0,201809,32.0,0.0,2240.73171,0.045999707,0.039903572,,0.026803845,0.0,0.686037277,0.593709579,0.526665123,0.0,0.867474466,0.026326286,0.984933333,0.867474466,20.85245902,10.13114754,15.49180328,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2240.73171,0.045999707,0.041933333,,0.0,0.0,0.501850408,0.423952812,0.360196485,0.0,0.9116,0.0,0.984933333,0.9116,20.85245902,20.85245902,20.85245902,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1,201809,42.0,0.0,3201.56221,0.399604294,0.080896009,,0.01656912,0.0,0.545745793,0.482143712,0.440295581,0.0,0.202440291,0.010431263,0.60655,0.202440291,69.60655738,0.655737705,21.5942623,1.0,1.0,1.0,5.0,5.0,5.0,0.0,2918.602903,0.136563133,0.127736842,,,0.0,0.58427695,0.567854627,0.567854627,0.0,0.935368421,,0.320666667,0.935368421,7.901639344,4.590163934,6.245901639,1.0,1.0,1.0,2.0,2.0,2.0,8.0,10.0,13.0
0,201809,37.0,0.0,1217.006014,0.047297297,0.00625,,0.353768116,0.0,0.49535874,0.435005198,0.390819909,0.0,0.132142857,0.252730755,0.570247934,0.132142857,66.32786885,31.44262295,48.54918033,1.0,1.0,1.0,0.0,0.0,0.0,,1217.006014,0.047297297,0.025362319,,,,0.519615014,0.434411176,0.381169124,,0.536231884,,1.0,0.536231884,31.44262295,31.44262295,31.44262295,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0
0,201808,35.0,0.0,2167.907193,0.149569064,0.043384956,,0.193155814,0.0,0.534307468,0.459588357,0.424661977,0.0,0.290066372,0.095016373,0.340921986,0.290066372,108.9508197,65.04918033,93.31147541,2.0,2.0,2.0,0.0,0.0,0.0,0.0,849.9003106,0.052140078,0.038285714,,,0.0,0.524056188,0.467809995,0.434528651,0.0,0.734285714,,1.373428571,0.734285714,65.04918033,65.04918033,65.04918033,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0
0,201808,57.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.37704918,13.37704918,13.37704918,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.37704918,13.37704918,13.37704918,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0
0,201809,23.0,0.0,202.0763524,0.0,0.0,,,0.0,0.519615014,0.434411176,0.381169124,0.0,0.189230769,,0.786923077,0.189230769,31.14754098,31.14754098,31.14754098,1.0,1.0,1.0,0.0,0.0,0.0,0.0,202.0763524,0.0,0.0,,,0.0,0.549865469,0.486613605,0.442944378,0.0,0.087857143,,0.682,0.087857143,31.14754098,4.098360656,17.62295082,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0,201809,58.0,0.0,62578.46561,0.026919629,0.023414879,,0.0,0.0,0.549404977,0.47156821,0.417969944,0.0,0.86980689,0.0,1.0,0.86980689,101.6065574,2.098360656,33.31147541,1.0,1.0,1.0,2.0,2.0,2.0,0.0,15676.68429,0.051877119,0.034790541,,,0.0,0.582017936,0.486613605,0.425420381,0.0,0.67063364,,0.111944115,0.67063364,26.81967213,2.098360656,14.45901639,1.0,1.0,1.0,1.0,1.0,1.0,18.0,21.0,21.0
0,201808,46.0,0.0,19714.62842,0.049653192,0.066415069,,0.0,0.0,0.559697323,0.490135643,0.468983691,0.0,1.337579046,0.0,1.0453,1.337579046,236.0983607,3.37704918,35.93806922,1.0,1.0,1.0,5.0,7.0,8.0,0.0,4648.299018,0.070838379,0.062943038,,0.0,0.0,0.501850408,0.404788657,0.391541692,0.0,0.888544304,0.0,1.091947368,0.888544304,20.95081967,17.83606557,19.39344262,1.0,1.0,1.0,0.0,1.0,2.0,10.0,11.0,13.0
1,201808,60.0,0.0,21982.98932,0.075909926,0.040652963,,0.00296,0.0,0.580052947,0.48336437,0.423661259,0.0,0.53554212,0.001485455,1.39586823,0.53554212,57.93442623,27.93442623,40.61748634,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6326.967326,0.061217018,0.004937777,,0.009600042,0.0,0.633212269,0.535343593,0.47123866,0.0,0.080660198,0.003081484,0.430390843,0.080660198,57.93442623,11.31147541,31.33770492,3.0,3.0,3.0,1.0,1.0,1.0,8.0,8.0,9.0
0,201808,38.0,0.0,21084.71816,0.029006617,0.262695035,,0.0,0.0,0.530863337,0.47654861,0.453310197,0.0,9.056382979,0.0,16.79461538,9.056382979,21.47540984,9.540983607,15.69398907,1.0,1.0,1.0,1.0,2.0,3.0,0.0,339.1519723,0.03067186,0.004468085,,0.0,0.0,0.55181712,0.479863714,0.443702565,0.0,0.145673759,0.0,0.549450549,0.145673759,21.47540984,9.540983607,15.50819672,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
0,201808,41.0,0.0,166870.4847,0.014775552,0.011961594,,0.0,0.0,0.50749467,0.435991181,0.403786901,0.0,0.809553098,0.0,1.0,0.809553098,100.1967213,11.70491803,35.95628415,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,11.70491803,11.70491803,11.70491803,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0
0,201808,32.0,0.0,27283.09046,0.035282587,0.050146174,,0.00314,0.0,0.527353646,0.454034728,0.422825661,0.0,1.421272571,0.001480587,2.392344498,1.421272571,90.8852459,5.442622951,40.40983607,2.0,2.0,2.0,1.0,2.0,3.0,0.0,5763.163735,0.012343911,0.003889892,,0.0,0.0,0.490747518,0.417750121,0.42935056,0.0,0.315126354,0.0,0.743588517,0.315126354,63.14754098,18.6557377,42.45901639,1.0,1.0,1.0,0.0,0.0,1.0,7.0,7.0,9.0
0,201808,32.0,0.0,209954.472,0.008458696,0.008254318,,0.0,0.0,0.540010566,0.460734987,0.420245716,0.0,0.97583814,0.0,1.0,0.97583814,96.52459016,6.032786885,44.62704918,1.0,1.0,1.0,2.0,3.0,4.0,0.0,1633.417099,0.0,0.0,,0.013098194,0.0,0.573987274,0.526301778,0.483987583,0.0,0.058800475,0.003672764,0.7300625,0.058800475,88.55737705,3.245901639,23.07103825,1.0,1.0,1.0,5.0,6.0,7.0,1.0,16.0,17.0
1,201809,61.0,0.0,62804.64928,0.022173935,0.039478769,,0.0,0.0,0.538620369,0.476525743,0.462179319,0.0,1.780413317,0.0,4.532264151,1.780413317,134.852459,1.147540984,23.5942623,1.0,1.0,1.0,6.0,7.0,7.0,0.0,18124.50432,0.025125947,0.015005411,,0.0,0.0,0.567566743,0.504163604,0.504163604,0.0,0.597207792,0.0,0.797830189,0.597207792,16.39344262,4.032786885,8.557377049,1.0,1.0,1.0,4.0,5.0,5.0,6.0,11.0,19.0
0,201809,28.0,0.0,69312.31966,0.015361856,0.01501241,,0.0,0.0,0.53124751,0.44044198,0.417111301,0.0,0.977252382,0.0,1.0,0.977252382,24.85245902,2.426229508,15.46135831,1.0,1.0,1.0,2.0,4.0,6.0,0.0,9632.275519,0.038680997,0.036926829,,0.0,0.0,0.532216995,0.43291822,0.410377849,0.0,0.954650407,0.0,0.921622642,0.954650407,24.85245902,2.426229508,12.83278689,1.0,1.0,1.0,2.0,4.0,4.0,10.0,15.0,15.0
0,201809,38.0,0.0,67798.76684,0.024563736,0.02373141,,0.003427059,0.0,0.57134066,0.496062195,0.45293769,0.0,0.966115666,0.002430688,1.0,0.966115666,37.44262295,2.786885246,22.45355191,2.0,2.0,2.0,2.0,3.0,3.0,0.0,7205.114273,0.041006163,0.040066667,,,0.0,0.501850408,0.423952812,0.381169124,0.0,0.977088889,,0.5572,0.977088889,33.93442623,33.93442623,33.93442623,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0
0,201808,27.0,0.0,11964.5902,0.047537378,0.015246959,,0.013081511,0.0,0.530439692,0.452926899,0.409146699,0.0,0.320736219,0.005214855,0.521124718,0.320736219,78.49180328,15.70491803,52.52459016,2.0,2.0,2.0,0.0,1.0,1.0,0.0,19174.02488,0.052568894,0.014550119,,0.00222159,0.0,0.670249022,0.59341813,0.529626108,0.0,0.276781918,0.000378,0.574142857,0.276781918,32.19672131,0.196721311,16.91256831,1.0,1.0,1.0,4.0,8.0,9.0,2.0,3.0,4.0
0,201809,36.0,0.0,1565.186056,0.0,0.0,,,0.0,0.501850408,0.423952812,0.374087325,0.0,0.613612903,,1.112774194,0.613612903,58.98360656,58.98360656,58.98360656,1.0,1.0,1.0,0.0,0.0,0.0,2490.704548,1565.186056,0.0,0.0,0.0,,1.591315319,1.248464747,0.950477729,0.781024395,0.250165289,0.157206612,,1.049088889,0.157206612,121.0491803,58.98360656,90.01639344,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
0,201808,42.0,0.0,0.0,,0.0,,,,0.539442621,0.501850408,0.501850408,0.0,0.0,,0.1262,0.0,99.80327869,99.80327869,99.80327869,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.539442621,0.501850408,0.501850408,0.0,0.0,,0.1262,0.0,99.80327869,99.80327869,99.80327869,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0
