mes_solicitud,edad,suma_saldo_vencido_open,suma_saldo_actual_open,razon_monto_apagar_saldo_actual_open,razon_monto_apagar_limite_credito_open,razon_monto_apagar_saldo_vencido_open,razon_maximo_saldo_maxima_mora_maximo_credito_masalto_open,razon_saldo_vencido_saldo_actual_open,suma_ponderada_pagos_12m_open,suma_ponderada_pagos_18m_open,suma_ponderada_pagos_24m_open,r_sumapd_sumcl_open,r_sumcb_sumcl_open,r_sumhhda_sumhc_open,utilizacion_maximo_limite_open,utilizacion_open,max_antiguedad_cuenta_meses_open,min_antiguedad_cuenta_meses_open,promedio_antiguedad_cuenta_meses_open,max_mop_tc_ult_12m_open,max_mop_tc_ult_18m_open,max_mop_tc_ult_24m_open,num_ctas_antig_12m_open,num_ctas_antig_18m_open,num_ctas_antig_24m_open,suma_saldo_vencido_ban_all,suma_saldo_actual_ban_all,razon_monto_apagar_saldo_actual_ban_all,razon_monto_apagar_limite_credito_ban_all,razon_monto_apagar_saldo_vencido_ban_all,razon_maximo_saldo_maxima_mora_maximo_credito_masalto_ban_all,razon_saldo_vencido_saldo_actual_ban_all,suma_ponderada_pagos_12m_ban_all,suma_ponderada_pagos_18m_ban_all,suma_ponderada_pagos_24m_ban_all,r_sumapd_sumcl_ban_all,r_sumcb_sumcl_ban_all,r_sumhhda_sumhc_ban_all,utilizacion_maximo_limite_ban_all,utilizacion_ban_all,max_antiguedad_cuenta_meses_ban_all,min_antiguedad_cuenta_meses_ban_all,promedio_antiguedad_cuenta_meses_ban_all,max_mop_tc_ult_12m_ban_all,max_mop_tc_ult_18m_ban_all,max_mop_tc_ult_24m_ban_all,num_ctas_antig_12m_ban_all,num_ctas_antig_18m_ban_all,num_ctas_antig_24m_ban_all,n_cons6meses_all,n_cons9meses_all,n_cons12meses_all,f_3pva18m
201805,64.0,199.7552629,2172.026626,0.152844781,0.12475,1.661948376,,0.091967226,0.837554918,0.689989175,0.628930985,0.0750625,0.8161875,,1.289,0.8161875,158.3606557,9.573770492,85.27868852,2.0,2.0,2.0,1.0,1.0,2.0,1961.460296,1650.600524,0.038391778,0.011373134,0.032307301,,1.188331318,1.016826521,0.861070033,0.840224441,0.352029851,0.296238806,,1.1352,0.296238806,121.0163934,0.163934426,37.36885246,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,0
201805,38.0,0.0,19358.61275,0.010267205,0.007511708,,0.002635311,0.0,0.606286719,0.606286719,0.606286719,0.0,0.73162146,0.002416168,1.0,0.73162146,8.393442623,0.491803279,3.131147541,2.0,2.0,2.0,4.0,4.0,4.0,0.0,1593.563611,0.048951049,0.006605634,,0.0,0.0,0.477986831,0.413791831,0.369403632,0.0,0.134943662,0.0,0.391061224,0.134943662,130.3934426,0.491803279,71.50163934,1.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,0
201805,45.0,0.0,27389.16161,0.013424002,0.007929642,,0.012004796,0.0,0.504603917,0.440915571,0.397173151,0.0,0.590706273,0.008191893,1.0,0.590706273,203.0163934,8.852459016,83.07540984,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.256410256,0.0,52.39344262,52.39344262,52.39344262,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0
201805,32.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.24590164,53.24590164,53.24590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.24590164,53.24590164,53.24590164,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0
201805,43.0,0.0,3477.166998,0.009662298,0.002693297,,,0.0,0.519615014,0.434411176,0.386035168,0.0,0.27874295,,0.520054545,0.27874295,27.70491803,27.67213115,27.68306011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3443.569574,0.0,0.0,,,0.0,0.549865469,0.459593268,0.425420381,0.0,0.251262136,,0.520054545,0.251262136,67.01639344,27.70491803,47.36065574,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0
201805,32.0,0.0,35904.18539,0.01948897,0.01378759,,0.0,0.0,0.458730833,0.397604751,0.365249809,0.0,0.707456046,0.0,1.046642512,0.707456046,81.44262295,3.409836066,48.6557377,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3626.053839,0.043978721,0.018990099,,0.005457214,0.0,0.413162569,0.373665598,0.346928617,0.0,0.43180198,0.005306577,0.927914894,0.43180198,48.2295082,3.409836066,20.91803279,1.0,1.0,1.0,2.0,2.0,2.0,5.0,7.0,8.0,0
201805,39.0,0.0,19327.50453,0.059618846,0.0865375,,0.010527514,0.0,0.582221522,0.509150192,0.457052274,0.0,1.4515125,0.004161381,1.20755,1.4515125,84.81967213,10.06557377,40.17213115,2.0,2.0,2.0,1.0,1.0,1.0,0.0,7733.431878,0.0,0.0,,0.006612927,0.0,0.590791901,0.502761788,0.441016388,0.0,0.389790268,0.004247591,1.0963375,0.389790268,107.1803279,31.3442623,60.71038251,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,7.0,0
201805,37.0,0.0,272814.4713,0.008051101,0.006183507,,0.008736443,0.0,0.492381533,0.418446931,0.376426504,0.0,0.768032464,0.005801873,1.0,0.768032464,169.6393443,0.163934426,54.87868852,1.0,1.0,1.0,1.0,1.0,3.0,0.0,34849.74253,0.0,0.0,,0.0,0.0,0.491164539,0.429601969,0.391921458,0.0,0.181635656,0.0,0.423870277,0.181635656,63.01639344,11.73770492,36.2557377,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,7.0,0
201805,45.0,0.0,35725.88169,0.014343575,0.016769446,,0.0,0.0,0.451107584,0.419032598,0.390117042,0.0,1.169125931,0.0,1.0,1.169125931,94.55737705,0.819672131,30.7704918,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,,0.0,,,,0.182574186,0.182574186,0.182574186,0.0,0.0,,0.0,0.0,16.62295082,16.16393443,16.39344262,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
201805,34.0,0.0,8195.150137,0.016935386,0.006318134,,0.0,0.0,0.554223371,0.489367735,0.489367735,0.0,0.373072931,0.0,0.356855556,0.373072931,182.557377,7.606557377,53.93442623,1.0,1.0,1.0,2.0,3.0,3.0,0.0,4469.174188,0.021559428,0.005621359,,0.0,0.0,0.548556567,0.464835121,0.464835121,0.0,0.260737864,0.0,0.356855556,0.260737864,16.2295082,9.344262295,12.78688525,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,7.0,0
201805,23.0,0.0,53.222915,0.0,0.0,,0.02325,0.0,0.442718563,0.442718563,0.442718563,0.0,0.016842105,0.022794118,1.0,0.016842105,18.45901639,8.819672131,12.31693989,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,8.819672131,8.819672131,8.819672131,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,0
201805,55.0,205.5781884,7241.30873,0.082917978,0.015864575,2.920711974,0.040228655,0.028389646,0.542684361,0.474889715,0.43461964,0.005431749,0.191328537,0.012139437,0.460746479,0.191328537,433.4098361,8.229508197,154.2154567,2.0,2.0,2.0,1.0,1.0,2.0,0.0,6994.481844,0.050555252,0.008034769,,,0.0,0.551701493,0.473378672,0.439518655,0.0,0.158930461,,0.460746479,0.158930461,433.4098361,158.6885246,312.0393443,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0
201805,28.0,0.0,2010.116847,0.099958695,0.014777543,,0.049142857,0.0,0.460826127,0.414375222,0.414375222,0.0,0.147836494,0.023417609,1.0,0.147836494,75.57377049,3.147540984,29.45901639,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,,0.0,,0.0,,0.389711261,0.355427326,0.355427326,0.0,0.0,0.0,1.0,0.0,17.1147541,12.81967213,14.96721311,1.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,9.0,0
201805,60.0,0.0,57510.64142,0.016811559,0.009219667,,0.00164008,0.0,0.511427538,0.42790201,0.382179265,0.0,0.548412371,0.001433026,1.625937294,0.548412371,391.5737705,22.03278689,105.0874317,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9464.022765,0.035869317,0.006758278,,0.0,0.0,0.513373396,0.426512791,0.384051752,0.0,0.188413907,0.0,0.323554688,0.188413907,391.5737705,22.03278689,173.9344262,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,0
201805,47.0,0.0,2343.485787,0.032363378,0.011474585,,0.0,0.0,0.450712926,0.406820338,0.381147886,0.0,0.354554605,0.0,1.0,0.354554605,27.14754098,10.42622951,17.53005464,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,15.01639344,15.01639344,15.01639344,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
201805,28.0,0.0,7722.642787,0.059529194,0.030141109,,0.002793734,0.0,0.489442998,0.424440104,0.385725619,0.0,0.506324835,0.002373084,5.604878049,0.506324835,98.91803279,15.67213115,53.18761384,1.0,1.0,1.0,0.0,2.0,2.0,0.0,477.0205146,0.0,0.0,,,0.0,0.648522665,0.578483479,0.513236205,0.0,0.073163265,,0.463804878,0.073163265,54.16393443,11.90163934,36.9726776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
201805,24.0,0.0,1599.71524,0.127677272,0.021135972,,0.0497,0.0,0.551982032,0.486048343,0.486048343,0.0,0.165542169,0.020613853,0.344827586,0.165542169,20.55737705,5.901639344,13.00327869,2.0,2.0,2.0,3.0,4.0,5.0,0.0,1002.108996,0.050954357,0.013290043,,0.0,0.0,0.490700968,0.415705277,0.415705277,0.0,0.260822511,0.0,0.833333333,0.260822511,20.55737705,11.01639344,16.36065574,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,7.0,0
201805,30.0,0.0,3286.278469,0.0,0.0,,0.043418386,0.0,0.519615014,0.434411176,0.384842628,0.0,0.39474,0.042654761,1.01662,0.39474,72.85245902,35.08196721,53.96721311,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3286.278469,0.0,0.0,,0.043418386,0.0,0.519615014,0.434411176,0.38867585,0.0,0.39474,0.043418386,1.01662,0.39474,35.08196721,35.08196721,35.08196721,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
201805,56.0,251.8166483,66323.74826,0.164583119,0.135856751,43.34808454,0.048496581,0.00379678,0.865781423,0.859927307,0.81532338,0.003134089,0.825459815,0.01579151,1.0,0.825459815,36.06557377,0.426229508,12.72786885,7.0,7.0,7.0,6.0,6.0,8.0,0.0,8353.193997,0.064334355,0.03231,,0.0,0.0,0.553081982,0.479933463,0.427071946,0.0,0.50222,0.0,1.01328,0.50222,22.52459016,19.27868852,20.90163934,1.0,1.0,1.0,0.0,0.0,2.0,8.0,9.0,9.0,1
201805,40.0,0.0,72350.65765,0.047627805,0.996057692,,0.012664964,0.0,0.526889978,0.440836422,0.393117925,0.0,20.91336538,0.004202547,13.81764706,20.91336538,121.3114754,18.59016393,62.76346604,3.0,3.0,3.0,0.0,0.0,1.0,0.0,3121.903651,0.056259989,0.040615385,,0.759707565,0.0,0.658031261,0.528026036,0.473620128,0.0,0.721923077,0.250720224,3.773588235,0.721923077,121.3114754,32.03278689,75.51639344,4.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1
201805,37.0,0.0,3859.105951,0.131220354,0.048156354,,0.028882834,0.0,0.504603917,0.440136558,0.393996294,0.0,0.366988448,0.019314366,0.734,0.366988448,79.80327869,13.90163934,40.37377049,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,,0.0,,,,0.547722558,0.547722558,0.497929598,0.0,0.0,,0.0,0.0,42.13114754,5.606557377,11.67681499,0.0,0.0,0.0,6.0,6.0,6.0,8.0,10.0,10.0,1
201805,46.0,0.0,4939.28951,0.045483643,0.041795666,,,0.0,0.576662319,0.498497614,0.443086685,0.0,0.918916409,,0.67357513,0.918916409,120.9180328,5.639344262,63.27868852,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4939.28951,0.045483643,0.041795666,,,0.0,0.576662319,0.498497614,0.443086685,0.0,0.918916409,,0.67357513,0.918916409,120.9180328,5.639344262,63.27868852,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1
201805,24.0,0.0,2289.424034,0.03632401,0.027932961,,0.0,0.0,0.534687945,0.484731681,0.455435129,0.0,0.768994413,0.0,1.0,0.768994413,23.93442623,5.639344262,12.81311475,1.0,1.0,1.0,3.0,3.0,5.0,0.0,1198.18458,0.069405886,0.05,,,0.0,0.558306726,0.521713956,0.521713956,0.0,0.7204,,1.0,0.7204,23.93442623,7.147540984,15.54098361,1.0,1.0,1.0,1.0,1.0,2.0,11.0,12.0,12.0,1
201805,32.0,0.0,7963.306897,0.03559499,0.012654,,0.026460317,0.0,0.563184339,0.525439032,0.50205472,0.0,0.35549948,0.017460983,1.0,0.35549948,94.59016393,1.540983607,31.07728337,2.0,2.0,2.0,3.0,5.0,5.0,0.0,257.0203019,0.014230272,0.000982,,2.101797753,0.0,0.591445042,1.108527555,0.987321364,0.0,0.069017857,0.378265793,1.1125,0.069017857,80.52459016,19.7704918,56.63934426,1.0,9.0,9.0,0.0,0.0,1.0,4.0,5.0,5.0,1
201805,28.0,0.0,911.4548525,0.0,0.0,,,0.0,0.956435465,0.956435465,0.956435465,0.0,0.365333333,,0.234866667,0.365333333,1.508196721,1.508196721,1.508196721,1.0,1.0,1.0,1.0,1.0,1.0,0.0,911.4548525,0.0,0.0,,,0.0,0.956435465,0.956435465,0.956435465,0.0,0.365333333,,0.234866667,0.365333333,1.508196721,1.508196721,1.508196721,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,1
201805,42.0,0.0,113389.5061,0.035746452,0.027281916,,0.00477591,0.0,0.505836354,0.446046803,0.403939195,0.0,0.763206269,0.001659781,1.115625,0.763206269,221.4754098,8.06557377,47.91393443,1.0,1.0,1.0,2.0,3.0,4.0,0.0,24501.52337,0.05263015,0.045957321,,0.052420996,0.0,0.484098009,0.436734563,0.398925201,0.0,0.873212804,0.026042389,0.9553,0.873212804,163.9344262,8.06557377,69.7704918,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,9.0,1
201805,57.0,0.0,50.60782556,0.0,0.0,,,0.0,0.525846548,0.438031469,0.395689684,0.0,0.012854123,,0.5622,0.012854123,142.6557377,142.0983607,142.3387978,1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.60782556,0.0,0.0,,0.019091664,0.0,0.522094597,0.438700705,0.410507097,0.0,0.006447508,0.006044224,0.5622,0.006447508,142.6557377,107.1803279,131.0557377,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1
201805,60.0,1366.670951,4231.57385,0.363257606,0.156707813,1.12474139,0.120380435,0.322969892,1.706261369,1.441413969,1.417390403,0.139327862,0.431395822,0.097309171,1.0,0.431395822,36.62295082,5.540983607,17.77595628,9.0,9.0,9.0,1.0,4.0,5.0,0.0,0.0,,0.0,,0.0,,0.182574186,0.182574186,0.182574186,0.0,0.0,0.0,1.25475,0.0,79.50819672,13.70491803,46.60655738,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1
201805,30.0,0.0,44775.77664,0.011040236,0.010904365,,,0.0,0.604811475,0.529076369,0.473143023,0.0,0.987693121,,1.0,0.987693121,99.73770492,1.606557377,35.31147541,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2396.443453,0.0,0.0,,0.0,0.0,0.930296743,0.930296743,0.930296743,0.0,0.209577875,0.0,0.758454545,0.209577875,20.75409836,1.606557377,10.1147541,1.0,1.0,1.0,3.0,3.0,4.0,7.0,7.0,9.0,1
201805,42.0,0.0,25359.34832,0.028332666,0.028484688,,0.007076664,0.0,0.549780659,0.481552813,0.445903098,0.0,1.005365628,0.004503007,1.0,1.005365628,52.09836066,5.245901639,20.20983607,1.0,1.0,1.0,2.0,3.0,4.0,0.0,5277.031126,0.050064671,0.030045437,,0.028532859,0.0,0.556712711,0.487127013,0.44381477,0.0,0.600132526,0.01679246,1.085742838,0.600132526,52.09836066,5.245901639,21.74863388,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1
201805,24.0,0.0,637.6838272,0.083463745,0.009169054,,,0.0,0.690756929,0.690756929,0.690756929,0.0,0.109856734,,0.205261044,0.109856734,6.163934426,5.606557377,5.885245902,1.0,1.0,1.0,2.0,2.0,2.0,0.0,637.6838272,0.083463745,0.009169054,,,0.0,0.690756929,0.690756929,0.690756929,0.0,0.109856734,,0.205261044,0.109856734,6.163934426,5.606557377,5.885245902,1.0,1.0,1.0,2.0,2.0,2.0,9.0,11.0,11.0,1
201805,37.0,232.1877078,13827.90149,0.11148425,0.038209571,6.639426523,0.036755072,0.016791247,0.656735147,0.564496687,0.500294244,0.00575495,0.342735149,0.023625811,0.652971098,0.342735149,138.0655738,1.344262295,69.3676815,3.0,3.0,3.0,3.0,3.0,3.0,0.0,5207.662368,0.0,0.0,,0.119361339,0.0,0.633566047,0.567993299,0.536992403,0.0,0.12801964,0.045976737,0.186445087,0.12801964,120.8852459,1.344262295,46.30163934,1.0,1.0,4.0,2.0,2.0,2.0,10.0,11.0,11.0,1
201805,49.0,0.0,1710.313458,0.070018477,0.07273462,,,0.0,0.558306726,0.490390596,0.439962916,0.0,1.038791797,,1.053439741,1.038791797,342.0655738,7.672131148,174.8688525,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1710.313458,0.070018477,0.07273462,,,0.0,0.616344292,0.616344292,0.616344292,0.0,1.038791797,,1.053439741,1.038791797,7.672131148,7.672131148,7.672131148,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,9.0,1
201805,35.0,0.0,252.1149425,0.0,0.0,,0.479123173,0.0,0.616679071,0.616679071,0.616679071,0.0,0.433228482,0.313738893,0.330344828,0.433228482,8.131147541,5.278688525,6.704918033,2.0,2.0,2.0,2.0,2.0,2.0,0.0,178.560616,,,,0.0,0.0,0.569098733,0.569098733,0.569098733,0.0,0.37,0.0,0.330344828,0.37,5.278688525,5.278688525,5.278688525,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1
201805,58.0,65.19905333,12843.71453,0.069993914,0.071118421,13.78826531,,0.005076339,0.567589883,0.465566854,0.409232628,0.005157895,1.016065789,,1.048618421,1.016065789,102.3934426,25.93442623,64.16393443,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12778.51548,0.065248799,0.065960526,,,0.0,0.501850408,0.423952812,0.374087325,0.0,1.010907895,,1.048618421,1.010907895,25.93442623,25.93442623,25.93442623,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
201805,51.0,0.0,5346.132305,0.074417447,0.036913011,,0.030058474,0.0,0.566537119,0.499754438,0.466129345,0.0,0.496026296,0.014230804,0.858630705,0.496026296,64.0,1.93442623,20.81967213,1.0,2.0,2.0,2.0,3.0,3.0,0.0,2217.423261,0.0,0.0,,,0.0,0.549865469,0.498846099,0.498846099,0.0,0.297589286,,0.858630705,0.297589286,14.98360656,2.360655738,8.672131148,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,12.0,1
201805,41.0,0.0,10896.35981,0.318357752,0.28046597,,,0.0,0.648949986,0.612356249,0.612356249,0.0,0.880977355,,0.972994685,0.880977355,11.96721311,1.409836066,4.450819672,1.0,1.0,1.0,4.0,4.0,4.0,0.0,3996.75677,0.081148564,0.065,,,0.0,0.912870929,0.912870929,0.912870929,0.0,0.801,,1.0,0.801,1.409836066,1.409836066,1.409836066,0.0,0.0,0.0,1.0,1.0,1.0,9.0,10.0,12.0,1
201805,20.0,0.0,2902.705485,0.014207149,0.007402985,,0.0,0.0,0.30429031,0.30429031,0.30429031,0.0,0.521074627,0.0,1.0,0.521074627,1.540983607,0.68852459,1.114754098,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.68852459,0.68852459,0.68852459,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,1
201805,58.0,0.0,5144.018396,0.132630626,0.030795796,,0.0,0.0,0.519615014,0.451963589,0.42067569,0.0,0.232192192,0.0,0.537634409,0.232192192,50.06557377,13.93442623,30.34754098,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1765.844649,0.035132335,0.00185757,,0.009533333,0.0,0.597306497,0.5148732,0.470154721,0.0,0.052873506,0.002751217,0.448430493,0.052873506,79.90163934,8.754098361,36.01873536,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1
201805,26.0,0.0,7599.317074,0.035420731,0.034569063,,0.011627658,0.0,0.581924982,0.490738853,0.458383892,0.0,0.975955676,0.010761014,1.045134529,0.975955676,21.80327869,19.31147541,20.6010929,3.0,3.0,3.0,0.0,0.0,3.0,0.0,7330.14371,0.0,0.0,,0.011627658,0.0,0.639756619,0.543611136,0.489925274,0.0,0.962954048,0.011270769,1.045134529,0.962954048,21.80327869,20.68852459,21.24590164,3.0,3.0,3.0,0.0,0.0,2.0,3.0,8.0,9.0,1
201805,49.0,0.0,46345.75278,0.025565748,0.01641869,,0.03393722,0.0,0.58386292,0.487799125,0.450586904,0.0,0.642214359,0.025427633,1.0,0.642214359,92.13114754,7.37704918,35.63205829,4.0,4.0,4.0,1.0,4.0,6.0,0.0,3403.90845,0.069305481,0.065437788,,1.287816092,0.0,0.615718691,0.508368456,0.473902968,0.0,0.944193548,0.516789668,1.0,0.944193548,21.18032787,13.24590164,17.04918033,4.0,4.0,4.0,0.0,2.0,3.0,12.0,14.0,14.0,1
201805,26.0,0.0,52434.38425,0.033042673,0.04551333,,0.025147527,0.0,0.493539637,0.420763578,0.377095662,0.0,1.377410673,0.012984798,2.711361963,1.377410673,50.75409836,1.770491803,38.0295082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8304.604277,0.0,0.0,,,0.0,0.607736897,0.53949905,0.503755097,0.0,0.324021077,,0.679239264,0.324021077,25.83606557,1.770491803,14.36721311,1.0,1.0,1.0,3.0,3.0,3.0,5.0,8.0,9.0,1
201805,39.0,0.0,31254.2055,0.018040359,0.011962609,,0.005988571,0.0,0.512453995,0.448885763,0.422112131,0.0,0.663102586,0.003796139,1.0,0.663102586,44.62295082,7.081967213,22.70819672,1.0,1.0,1.0,2.0,3.0,3.0,0.0,3475.997493,0.046748648,0.035527273,,0.0,0.0,0.472334521,0.430303586,0.40639578,0.0,0.759963636,0.0,0.848878049,0.759963636,34.06557377,11.27868852,22.67213115,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,8.0,1
201805,41.0,0.0,2943.735269,0.026611673,0.019543568,,0.020636663,0.0,0.618407481,0.547462609,0.516628643,0.0,0.73439834,0.007862819,0.979569892,0.73439834,26.95081967,7.081967213,14.52459016,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1776.15396,0.005899429,0.004405594,,,0.0,0.553842259,0.505402308,0.505402308,0.0,0.746783217,,0.979569892,0.746783217,16.36065574,7.704918033,12.03278689,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,1
201805,43.0,0.0,0.0,,0.0,,,,0.519615014,0.434411176,0.381169124,0.0,0.0,,1.0,0.0,42.09836066,40.06557377,41.08196721,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.519615014,0.434411176,0.381169124,0.0,0.0,,1.0,0.0,40.06557377,40.06557377,40.06557377,1.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,8.0,1
201805,65.0,0.0,39384.79193,0.03427603,0.008593163,,,0.0,0.48816674,0.425465686,0.393947239,0.0,0.250704734,,1.0,0.250704734,497.9344262,14.32786885,231.0622951,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3846.124387,0.0,0.0,,,0.0,0.483263356,0.441035405,0.416195904,0.0,0.045569546,,0.215125749,0.045569546,474.7213115,14.32786885,186.1693989,1.0,1.0,1.0,0.0,1.0,1.0,9.0,10.0,13.0,1
201805,50.0,234.1901667,28407.81571,0.087293182,0.368388007,10.58886748,0.023915119,0.008243864,0.63420436,0.554139154,0.49969796,0.034790123,4.220123457,0.015537327,4.776182432,4.220123457,129.8032787,3.081967213,35.99180328,1.0,1.0,1.0,3.0,5.0,6.0,373.9729418,3678.065435,0.054860138,0.012805907,0.539555556,0.166235928,0.101676533,0.940176801,0.790269026,0.714425551,0.023734177,0.23342827,0.057096862,0.77125,0.23342827,129.8032787,3.442622951,35.5147541,1.0,1.0,1.0,2.0,3.0,4.0,10.0,12.0,17.0,1
201805,27.0,1045.311727,266523.2572,0.030906854,0.024211549,7.880324221,0.007038313,0.003922028,0.586295184,0.494156339,0.442808255,0.003072405,0.783371511,0.004483977,1.0,0.783371511,61.3442623,3.31147541,29.96174863,3.0,3.0,4.0,2.0,2.0,3.0,0.0,27971.39216,0.056733208,0.016606398,,0.001060932,0.0,0.497952845,0.443223691,0.413826483,0.0,0.292710362,0.000306,1.03054,0.292710362,61.3442623,11.04918033,24.32058288,1.0,1.0,1.0,2.0,3.0,5.0,4.0,10.0,12.0,1
201805,61.0,0.0,40859.71041,0.066892999,0.076236548,,0.039736541,0.0,0.598843273,0.529515346,0.512274469,0.0,1.139679017,0.010930529,1.164,1.139679017,84.39344262,2.754098361,18.80145719,2.0,2.0,2.0,5.0,7.0,8.0,0.0,26652.65222,0.04476335,0.024683196,,0.025987355,0.0,0.562066895,0.521154098,0.511289136,0.0,0.551415289,0.006874269,1.052306667,0.551415289,22.03278689,4.295081967,10.68306011,2.0,2.0,2.0,4.0,5.0,6.0,21.0,22.0,24.0,1
201805,27.0,1235.964012,62967.80076,0.02971351,0.034464798,1.513793567,0.022774149,0.019628508,1.766751442,1.401200692,1.263072748,0.022767172,1.159903306,0.022341951,1.0,1.159903306,71.47540984,13.96721311,34.36065574,9.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.809290287,,10.95445115,10.95445115,10.95445115,0.0,0.0,0.809290287,1.4682,0.0,48.78688525,48.78688525,48.78688525,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1
201805,51.0,0.0,170272.9831,0.027503378,0.020083676,,0.003086,0.0,0.532415546,0.463208063,0.416865603,0.0,0.730225782,0.000961,2.066115702,0.730225782,120.5901639,2.524590164,39.99434709,1.0,2.0,2.0,8.0,10.0,11.0,0.0,68226.2358,0.014847234,0.004622161,,0.0,0.0,0.554800585,0.491765752,0.443950412,0.0,0.31131465,0.0,0.555347107,0.31131465,99.86885246,4.491803279,38.79836066,1.0,1.0,1.0,5.0,8.0,8.0,8.0,11.0,17.0,1
201805,29.0,0.0,0.0,,0.0,,0.0,,0.455278987,0.455278987,0.455278987,0.0,0.0,0.0,1.063904762,0.0,9.639344262,9.639344262,9.639344262,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.455278987,0.455278987,0.455278987,0.0,0.0,0.0,1.063904762,0.0,9.639344262,9.639344262,9.639344262,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,1
